date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:53:24	2968/2968	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:22%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Fkhai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed7070.json	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:25	3157/3157	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:23%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Fkhai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embeddb85	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:26	309966/309966	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:12%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_1.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_1.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:26	80582/80582	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:12%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_1-1024x768.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_1-1024x768.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:27	70778/70778	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:11%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_2-1024x768.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_2-1024x768.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:27	264062/264062	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:10%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_2.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_2.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:29	86539/86539	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:07%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_4-1024x768.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_4-1024x768.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:30	94473/94473	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:09%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_3-1024x768.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_3-1024x768.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:30	283374/283374	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:06%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_4.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_4.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:30	88853/88853	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:17%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_Nen-1024x768.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_Nen-1024x768.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:30	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=642981375a481	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min2796.js	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:31	355560/355560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202022%2001:06:08%20GMT	http://khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_3.jpg	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/uploads/2022/05/KG_KTDN_K04_3.jpg	(from https://khaitriag.edu.vn/khai-giang-trung-cap-ke-toan-k04-ke-toan-ngan-han-k23/)
20:53:32	4501/4501	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:29%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/categories/398	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/categories/398.json	(from https://khaitriag.edu.vn/category/dao-tao-nghe/)
20:53:32	91959/91959	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:53:29%20GMT	http://khaitriag.edu.vn/category/dao-tao-nghe/page/2/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/dao-tao-nghe/page/2/index.html	(from https://khaitriag.edu.vn/category/dao-tao-nghe/)
20:53:32	22658/22658	---MCZ	200	added ('OK')	application/rss+xml	etag:%22e483891db74f5518e72a0b855a875942%22	https://khaitriag.edu.vn/category/dao-tao-nghe/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/dao-tao-nghe/feed/index.html	(from https://khaitriag.edu.vn/category/dao-tao-nghe/)
20:53:32	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=64298137e8657	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min2cec.js	(from https://khaitriag.edu.vn/category/dao-tao-nghe/)
20:53:33	12512/12512	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:31%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/posts/15083	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/posts/15083.json	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:33	74989/74989	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:53:31%20GMT	https://khaitriag.edu.vn/category/dao-tao-nghe/page/3/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/dao-tao-nghe/page/3/index.html	(from https://khaitriag.edu.vn/category/dao-tao-nghe/)
20:53:34	903/903	---M-Z	200	added ('OK')	application/rss+xml	etag:%2267c116f19454e5490b02304a47e881e1%22	https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/feed/index.html	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Apr%202023%2013:53:32%20GMT	https://khaitriag.edu.vn/?p=15083	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/index8adb.html	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:34	3008/3008	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:32%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Fthong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embeddf53.json	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:35	3184/3184	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:33%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Fthong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed28ee	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:36	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813855e3b	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min67cb.js	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:37	63760/63760	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:53:35%20GMT	https://khaitriag.edu.vn/le-tot-nghiep-trung-cap-ke-toan-doanh-nghiep-su-pham-mam-non-khoa-1/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/le-tot-nghiep-trung-cap-ke-toan-doanh-nghiep-su-pham-mam-non-khoa-1/index.html	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:37	4474/4474	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:35%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/tags/445	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/tags/445.json	(from https://khaitriag.edu.vn/tag/trung-cap-ke-toan/)
20:53:37	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=642981388a478	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min44b1.js	(from https://khaitriag.edu.vn/tag/trung-cap-ke-toan/)
20:53:37	41084/41084	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:53:35%20GMT	https://khaitriag.edu.vn/su-kien-uu-dai-30-4-01-05-nam-2022/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/su-kien-uu-dai-30-4-01-05-nam-2022/index.html	(from https://khaitriag.edu.vn/thong-bao-khai-giang-lop-trung-cap-ke-toan-ngay-07-04-2022/)
20:53:37	2530/2530	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e483891db74f5518e72a0b855a875942%22	https://khaitriag.edu.vn/tag/trung-cap-ke-toan/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tag/trung-cap-ke-toan/feed/index.html	(from https://khaitriag.edu.vn/tag/trung-cap-ke-toan/)
20:53:38	5073/5073	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:36%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/categories/71	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/categories/71.json	(from https://khaitriag.edu.vn/category/tu-van-huong-nghiep-chon-nghe/)
20:53:38	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813aee29c	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.minb771.js	(from https://khaitriag.edu.vn/category/tu-van-huong-nghiep-chon-nghe/)
20:53:38	20303/20303	---MCZ	200	added ('OK')	application/rss+xml	etag:%22e483891db74f5518e72a0b855a875942%22	https://khaitriag.edu.vn/category/tu-van-huong-nghiep-chon-nghe/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/category/tu-van-huong-nghiep-chon-nghe/feed/index.html	(from https://khaitriag.edu.vn/category/tu-van-huong-nghiep-chon-nghe/)
20:53:39	17815/17815	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:37%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/posts/14722	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/posts/14722.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:39	895/895	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f9e098123621a58b1df7a71f206a86d6%22	https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/feed/index.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:40	2968/2968	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:38%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed08e7.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Apr%202023%2013:53:38%20GMT	https://khaitriag.edu.vn/?p=14722	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/indexaa5e.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:41	3168/3168	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:39%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embedd7cf	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:41	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813aeb7e7	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.mine67f.js	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-quan-tri-bep-am-thuc/)
20:53:42	15987/15987	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:40%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/posts/14719	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/posts/14719.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:42	873/873	---M-Z	200	added ('OK')	application/rss+xml	etag:%2214a98c1413d2234eb43ebd65e9a4bdbd%22	https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/feed/index.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:43	2955/2955	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:41%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embeded74.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Apr%202023%2013:53:41%20GMT	https://khaitriag.edu.vn/?p=14719	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/index9d22.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:44	3136/3136	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:41%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed9897	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:44	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813b7f0f8	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.mine03c.js	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-cham-soc-sac-dep/)
20:53:45	17132/17132	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:42%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/posts/14714	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/posts/14714.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:45	879/879	---M-Z	200	added ('OK')	application/rss+xml	etag:%22815d6a03004c8020d111df95b4438d97%22	https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/feed/index.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:46	2913/2913	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:43%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed38b3.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Apr%202023%2013:53:43%20GMT	https://khaitriag.edu.vn/?p=14714	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/index8c6f.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:46	3071/3071	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:44%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed0cae	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:47	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813d34b9d	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min5874.js	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:48	41878/41878	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Apr%202023%2013:53:46%20GMT	https://khaitriag.edu.vn/thong-bao-lich-nghi-le-gio-to-hung-vuong-nam-2022/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/thong-bao-lich-nghi-le-gio-to-hung-vuong-nam-2022/index.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2020-nganh-cong-nghe-thong-tin/)
20:53:48	19767/19767	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:46%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/posts/14709	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/posts/14709.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:48	952/952	---M-Z	200	added ('OK')	application/rss+xml	etag:%226e4e952763aa907715c1837ca530f66f%22	https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/feed/index.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:49	3166/3166	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:46%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi%2F	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed37fc.json	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Apr%202023%2013:53:47%20GMT	https://khaitriag.edu.vn/?p=14709	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/indexdd5b.html	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:50	3370/3370	---M-Z	200	added ('OK')	text/xml	date:Sun,%2002%20Apr%202023%2013:53:47%20GMT	https://khaitriag.edu.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkhaitriag.edu.vn%2Ftuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi%2F&format=xml	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/oembed/1.0/embed087e	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:50	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813dbecc5	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min8ec4.js	(from https://khaitriag.edu.vn/tuyen-sinh-trung-cap-2022-nganh-ky-thuat-dien-lanh-dieu-hoa-khong-khi/)
20:53:51	4593/4593	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:48%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/tags/438	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/tags/438.json	(from https://khaitriag.edu.vn/tag/dieu-hoa-khong-khi/)
20:53:51	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813e4e570	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.mine428.js	(from https://khaitriag.edu.vn/tag/dieu-hoa-khong-khi/)
20:53:51	2745/2745	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e483891db74f5518e72a0b855a875942%22	https://khaitriag.edu.vn/tag/dieu-hoa-khong-khi/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tag/dieu-hoa-khong-khi/feed/index.html	(from https://khaitriag.edu.vn/tag/dieu-hoa-khong-khi/)
20:53:52	4593/4593	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Apr%202023%2013:53:50%20GMT	https://khaitriag.edu.vn/wp-json/wp/v2/tags/437	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-json/wp/v2/tags/437.json	(from https://khaitriag.edu.vn/tag/ky-thuat-dien-lanh/)
20:53:52	38303/38303	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2028%20Apr%202022%2001:52:53%20GMT	https://khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min.js?ver=6429813ee0a22	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/wp-content/themes/eduma/assets/js/custom-script-v2.min90d0.js	(from https://khaitriag.edu.vn/tag/ky-thuat-dien-lanh/)
20:53:52	2751/2751	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e483891db74f5518e72a0b855a875942%22	https://khaitriag.edu.vn/tag/ky-thuat-dien-lanh/feed/	C:/My%20Web%20Sites/KhaiTri/khaitriag.edu.vn/tag/ky-thuat-dien-lanh/feed/index.html	(from https://khaitriag.edu.vn/tag/ky-thuat-dien-lanh/)
